Environment:
	Python: 3.8.10
	PyTorch: 1.9.0+cu111
	Torchvision: 0.10.0+cu111
	CUDA: 11.1
	CUDNN: 8005
	NumPy: 1.20.2
=======hyper-parameter used========
==========================================
algorithm:GCN
dataset:cora
gpu_id:0
lr:0.01
max_epoch:400
weight_decay:0.0005
n_hidden:16
n_layers:1
dropout:0.5
net:GCN
seed:0
output:./train_output_dataset_cora_net_GCN_alg_GCN_seed0/train_output_2022-04-26_net_GCN_epoch_400_alg_GCN

===========start training===========
  NumNodes: 2708
  NumEdges: 10556
  NumFeats: 1433
  NumClasses: 7
  NumTrainingSamples: 140
  NumValidationSamples: 500
  NumTestSamples: 1000
Done loading data from cached files.
D:\software\Anaconda3\envs\pytorch\lib\site-packages\dgl\data\utils.py:285: UserWarning: Property dataset.num_labels will be deprecated, please use dataset.num_classes instead.
  warnings.warn('Property {} will be deprecated, please use {} instead.'.format(old, new))
epoch 0 | loss:1.9455 | train_acc:0.1571 | val_acc:0.1260 | test_acc:0.1320
epoch 271 | loss:0.3501 | train_acc:1.0000 | val_acc:0.7800 | test_acc:0.7970
epoch 272 | loss:0.3313 | train_acc:1.0000 | val_acc:0.7820 | test_acc:0.7970
epoch 273 | loss:0.2945 | train_acc:1.0000 | val_acc:0.7800 | test_acc:0.7970
epoch 274 | loss:0.2964 | train_acc:1.0000 | val_acc:0.7800 | test_acc:0.7960
epoch 275 | loss:0.3256 | train_acc:1.0000 | val_acc:0.7820 | test_acc:0.7990
epoch 276 | loss:0.3116 | train_acc:1.0000 | val_acc:0.7800 | test_acc:0.7970
epoch 277 | loss:0.3074 | train_acc:1.0000 | val_acc:0.7820 | test_acc:0.7940
epoch 278 | loss:0.2895 | train_acc:1.0000 | val_acc:0.7840 | test_acc:0.7930
epoch 279 | loss:0.3025 | train_acc:1.0000 | val_acc:0.7880 | test_acc:0.7920
epoch 280 | loss:0.3036 | train_acc:1.0000 | val_acc:0.7860 | test_acc:0.7920
epoch 281 | loss:0.2973 | train_acc:1.0000 | val_acc:0.7860 | test_acc:0.7950
epoch 282 | loss:0.2964 | train_acc:1.0000 | val_acc:0.7900 | test_acc:0.7920
epoch 283 | loss:0.2902 | train_acc:1.0000 | val_acc:0.7860 | test_acc:0.7920
epoch 284 | loss:0.3486 | train_acc:1.0000 | val_acc:0.7840 | test_acc:0.7950
epoch 285 | loss:0.2722 | train_acc:1.0000 | val_acc:0.7820 | test_acc:0.7940
epoch 286 | loss:0.2812 | train_acc:1.0000 | val_acc:0.7800 | test_acc:0.7930
epoch 287 | loss:0.2620 | train_acc:1.0000 | val_acc:0.7780 | test_acc:0.7950
epoch 288 | loss:0.3662 | train_acc:1.0000 | val_acc:0.7760 | test_acc:0.7950
epoch 289 | loss:0.3428 | train_acc:1.0000 | val_acc:0.7760 | test_acc:0.7970
epoch 290 | loss:0.2481 | train_acc:1.0000 | val_acc:0.7760 | test_acc:0.7970
epoch 291 | loss:0.3020 | train_acc:1.0000 | val_acc:0.7800 | test_acc:0.7960
epoch 292 | loss:0.3337 | train_acc:1.0000 | val_acc:0.7840 | test_acc:0.7930
epoch 293 | loss:0.2749 | train_acc:1.0000 | val_acc:0.7900 | test_acc:0.7930
epoch 294 | loss:0.3323 | train_acc:1.0000 | val_acc:0.7920 | test_acc:0.7950
epoch 295 | loss:0.3658 | train_acc:1.0000 | val_acc:0.7860 | test_acc:0.7920
epoch 296 | loss:0.3360 | train_acc:1.0000 | val_acc:0.7880 | test_acc:0.7930
epoch 297 | loss:0.2890 | train_acc:1.0000 | val_acc:0.7880 | test_acc:0.7940
epoch 298 | loss:0.2690 | train_acc:1.0000 | val_acc:0.7820 | test_acc:0.7950
epoch 299 | loss:0.2697 | train_acc:1.0000 | val_acc:0.7820 | test_acc:0.7940
epoch 300 | loss:0.2745 | train_acc:1.0000 | val_acc:0.7780 | test_acc:0.7940
epoch 301 | loss:0.2475 | train_acc:1.0000 | val_acc:0.7760 | test_acc:0.7940
epoch 302 | loss:0.3146 | train_acc:1.0000 | val_acc:0.7780 | test_acc:0.7970
epoch 303 | loss:0.2695 | train_acc:1.0000 | val_acc:0.7780 | test_acc:0.7970
epoch 304 | loss:0.2940 | train_acc:1.0000 | val_acc:0.7780 | test_acc:0.7980
epoch 305 | loss:0.3178 | train_acc:1.0000 | val_acc:0.7820 | test_acc:0.7970
epoch 306 | loss:0.2990 | train_acc:1.0000 | val_acc:0.7800 | test_acc:0.7950
epoch 307 | loss:0.3052 | train_acc:1.0000 | val_acc:0.7800 | test_acc:0.7970
epoch 308 | loss:0.2800 | train_acc:1.0000 | val_acc:0.7800 | test_acc:0.7960
epoch 309 | loss:0.3231 | train_acc:1.0000 | val_acc:0.7840 | test_acc:0.7970
epoch 310 | loss:0.3145 | train_acc:1.0000 | val_acc:0.7840 | test_acc:0.7980
epoch 311 | loss:0.3280 | train_acc:1.0000 | val_acc:0.7800 | test_acc:0.8020
epoch 312 | loss:0.3153 | train_acc:1.0000 | val_acc:0.7780 | test_acc:0.7990
epoch 313 | loss:0.3033 | train_acc:1.0000 | val_acc:0.7780 | test_acc:0.7980
epoch 314 | loss:0.3516 | train_acc:1.0000 | val_acc:0.7800 | test_acc:0.7990
epoch 315 | loss:0.2781 | train_acc:1.0000 | val_acc:0.7800 | test_acc:0.7960
epoch 316 | loss:0.3027 | train_acc:1.0000 | val_acc:0.7820 | test_acc:0.7970
epoch 317 | loss:0.3225 | train_acc:1.0000 | val_acc:0.7820 | test_acc:0.7970
epoch 318 | loss:0.3319 | train_acc:1.0000 | val_acc:0.7860 | test_acc:0.7990
epoch 319 | loss:0.3544 | train_acc:1.0000 | val_acc:0.7880 | test_acc:0.7990
epoch 320 | loss:0.2655 | train_acc:1.0000 | val_acc:0.7880 | test_acc:0.7950
epoch 321 | loss:0.3120 | train_acc:1.0000 | val_acc:0.7840 | test_acc:0.7930
epoch 322 | loss:0.2866 | train_acc:1.0000 | val_acc:0.7820 | test_acc:0.7930
epoch 323 | loss:0.2892 | train_acc:1.0000 | val_acc:0.7820 | test_acc:0.7960
epoch 324 | loss:0.3353 | train_acc:1.0000 | val_acc:0.7800 | test_acc:0.7970
epoch 325 | loss:0.2999 | train_acc:1.0000 | val_acc:0.7800 | test_acc:0.7970
epoch 326 | loss:0.3186 | train_acc:1.0000 | val_acc:0.7780 | test_acc:0.7950
epoch 327 | loss:0.2925 | train_acc:1.0000 | val_acc:0.7780 | test_acc:0.7940
epoch 328 | loss:0.2523 | train_acc:1.0000 | val_acc:0.7760 | test_acc:0.7950
epoch 329 | loss:0.2791 | train_acc:1.0000 | val_acc:0.7800 | test_acc:0.7990
epoch 330 | loss:0.2965 | train_acc:1.0000 | val_acc:0.7900 | test_acc:0.8010
epoch 331 | loss:0.3008 | train_acc:1.0000 | val_acc:0.7960 | test_acc:0.8020
epoch 332 | loss:0.3316 | train_acc:1.0000 | val_acc:0.7900 | test_acc:0.8000
epoch 333 | loss:0.3109 | train_acc:1.0000 | val_acc:0.7840 | test_acc:0.7990
epoch 334 | loss:0.2844 | train_acc:1.0000 | val_acc:0.7800 | test_acc:0.8000
epoch 335 | loss:0.2855 | train_acc:1.0000 | val_acc:0.7800 | test_acc:0.7940
epoch 336 | loss:0.2961 | train_acc:1.0000 | val_acc:0.7800 | test_acc:0.7930
epoch 337 | loss:0.2679 | train_acc:1.0000 | val_acc:0.7780 | test_acc:0.7930
epoch 338 | loss:0.2880 | train_acc:1.0000 | val_acc:0.7780 | test_acc:0.7920
epoch 339 | loss:0.2745 | train_acc:1.0000 | val_acc:0.7820 | test_acc:0.7950
epoch 340 | loss:0.2637 | train_acc:1.0000 | val_acc:0.7820 | test_acc:0.8050
epoch 341 | loss:0.2857 | train_acc:1.0000 | val_acc:0.7860 | test_acc:0.8010
epoch 342 | loss:0.2878 | train_acc:1.0000 | val_acc:0.7920 | test_acc:0.8030
epoch 343 | loss:0.2961 | train_acc:1.0000 | val_acc:0.7980 | test_acc:0.8050
epoch 344 | loss:0.3189 | train_acc:1.0000 | val_acc:0.7940 | test_acc:0.8020
epoch 345 | loss:0.2735 | train_acc:1.0000 | val_acc:0.7900 | test_acc:0.7950
epoch 346 | loss:0.3144 | train_acc:1.0000 | val_acc:0.7920 | test_acc:0.7980
epoch 347 | loss:0.2945 | train_acc:1.0000 | val_acc:0.7820 | test_acc:0.7950
epoch 348 | loss:0.2557 | train_acc:1.0000 | val_acc:0.7800 | test_acc:0.7910
epoch 349 | loss:0.2673 | train_acc:1.0000 | val_acc:0.7780 | test_acc:0.7890
epoch 350 | loss:0.2828 | train_acc:1.0000 | val_acc:0.7800 | test_acc:0.7880
epoch 351 | loss:0.2593 | train_acc:1.0000 | val_acc:0.7880 | test_acc:0.7900
epoch 352 | loss:0.2655 | train_acc:1.0000 | val_acc:0.7900 | test_acc:0.7940
epoch 353 | loss:0.2776 | train_acc:1.0000 | val_acc:0.7940 | test_acc:0.7940
epoch 354 | loss:0.2974 | train_acc:1.0000 | val_acc:0.7920 | test_acc:0.7960
epoch 355 | loss:0.2764 | train_acc:1.0000 | val_acc:0.7920 | test_acc:0.8010
epoch 356 | loss:0.2599 | train_acc:1.0000 | val_acc:0.7860 | test_acc:0.8000
epoch 357 | loss:0.2738 | train_acc:1.0000 | val_acc:0.7880 | test_acc:0.8060
epoch 358 | loss:0.2690 | train_acc:1.0000 | val_acc:0.7900 | test_acc:0.7990
epoch 359 | loss:0.2831 | train_acc:1.0000 | val_acc:0.7780 | test_acc:0.8020
epoch 360 | loss:0.3191 | train_acc:1.0000 | val_acc:0.7740 | test_acc:0.7970
epoch 361 | loss:0.2953 | train_acc:1.0000 | val_acc:0.7760 | test_acc:0.7970
epoch 362 | loss:0.2848 | train_acc:1.0000 | val_acc:0.7780 | test_acc:0.7880
epoch 363 | loss:0.3004 | train_acc:1.0000 | val_acc:0.7740 | test_acc:0.7870
epoch 364 | loss:0.3133 | train_acc:1.0000 | val_acc:0.7820 | test_acc:0.7880
epoch 365 | loss:0.3303 | train_acc:1.0000 | val_acc:0.7900 | test_acc:0.7920
epoch 366 | loss:0.2960 | train_acc:1.0000 | val_acc:0.7880 | test_acc:0.7910
epoch 367 | loss:0.3100 | train_acc:1.0000 | val_acc:0.7880 | test_acc:0.7900
epoch 368 | loss:0.2578 | train_acc:1.0000 | val_acc:0.7880 | test_acc:0.7910
epoch 369 | loss:0.2491 | train_acc:1.0000 | val_acc:0.7860 | test_acc:0.7910
epoch 370 | loss:0.2430 | train_acc:1.0000 | val_acc:0.7900 | test_acc:0.7990
epoch 371 | loss:0.2552 | train_acc:1.0000 | val_acc:0.7860 | test_acc:0.7960
epoch 372 | loss:0.2567 | train_acc:1.0000 | val_acc:0.7840 | test_acc:0.7980
epoch 373 | loss:0.2731 | train_acc:1.0000 | val_acc:0.7840 | test_acc:0.8020
epoch 374 | loss:0.2699 | train_acc:1.0000 | val_acc:0.7820 | test_acc:0.7990
epoch 375 | loss:0.2732 | train_acc:1.0000 | val_acc:0.7820 | test_acc:0.7980
epoch 376 | loss:0.3217 | train_acc:1.0000 | val_acc:0.7840 | test_acc:0.7970
epoch 377 | loss:0.2313 | train_acc:1.0000 | val_acc:0.7840 | test_acc:0.7930
epoch 378 | loss:0.2422 | train_acc:1.0000 | val_acc:0.7920 | test_acc:0.7920
epoch 379 | loss:0.2508 | train_acc:1.0000 | val_acc:0.7900 | test_acc:0.7900
epoch 380 | loss:0.2957 | train_acc:1.0000 | val_acc:0.7940 | test_acc:0.7930
epoch 381 | loss:0.2990 | train_acc:1.0000 | val_acc:0.7920 | test_acc:0.7860
epoch 382 | loss:0.2782 | train_acc:1.0000 | val_acc:0.7900 | test_acc:0.7910
epoch 383 | loss:0.2489 | train_acc:1.0000 | val_acc:0.7920 | test_acc:0.7930
epoch 384 | loss:0.2195 | train_acc:1.0000 | val_acc:0.7900 | test_acc:0.7920
epoch 385 | loss:0.2878 | train_acc:1.0000 | val_acc:0.7920 | test_acc:0.7900
epoch 386 | loss:0.2689 | train_acc:1.0000 | val_acc:0.7900 | test_acc:0.7960
epoch 387 | loss:0.2803 | train_acc:1.0000 | val_acc:0.7900 | test_acc:0.7950
epoch 388 | loss:0.2387 | train_acc:1.0000 | val_acc:0.7900 | test_acc:0.7930
epoch 389 | loss:0.2529 | train_acc:1.0000 | val_acc:0.7860 | test_acc:0.7890
epoch 390 | loss:0.3149 | train_acc:1.0000 | val_acc:0.7800 | test_acc:0.7890
epoch 391 | loss:0.2598 | train_acc:1.0000 | val_acc:0.7780 | test_acc:0.7900
epoch 392 | loss:0.2660 | train_acc:1.0000 | val_acc:0.7820 | test_acc:0.7900
epoch 393 | loss:0.2733 | train_acc:1.0000 | val_acc:0.7880 | test_acc:0.7940
epoch 394 | loss:0.2395 | train_acc:1.0000 | val_acc:0.7920 | test_acc:0.7950
epoch 395 | loss:0.2808 | train_acc:1.0000 | val_acc:0.7880 | test_acc:0.7960
epoch 396 | loss:0.3325 | train_acc:1.0000 | val_acc:0.7860 | test_acc:0.7990
epoch 397 | loss:0.2823 | train_acc:1.0000 | val_acc:0.7880 | test_acc:0.7970
epoch 398 | loss:0.2533 | train_acc:1.0000 | val_acc:0.7900 | test_acc:0.7960
epoch 399 | loss:0.2813 | train_acc:1.0000 | val_acc:0.7900 | test_acc:0.7940

===========end training===========
Final Test accuracy 80.60%
